chr10:114757349-114759349	1	chr10:114792602-114841400
chr11:69238741-69240741	1	chr11:69276802-69281000
chr11:69238741-69240741	1	chr11:69281002-69287200
chr11:69238741-69240741	1	chr11:69286640-69288641
chr11:69238741-69240741	1	chr11:69299402-69305200
chr11:69238741-69240741	1	chr11:69304799-69306800
chr11:69238741-69240741	1	chr11:69308202-69315800
chr11:69238741-69240741	1	chr11:69314935-69316936
chr11:69238741-69240741	1	chr11:69316977-69318978
chr11:69238741-69240741	1	chr11:69317175-69319176
chr11:69238741-69240741	1	chr11:69323989-69325990
chr11:69238741-69240741	1	chr11:69329742-69331743
chr11:69238741-69240741	1	chr11:69331202-69334200
chr11:69238741-69240741	1	chr11:69344852-69346853
chr11:69238741-69240741	1	chr11:69351202-69352000
chr11:69238741-69240741	1	chr11:69353002-69356800
chr11:69238741-69240741	1	chr11:69390202-69391200
chr11:69238741-69240741	1	chr11:69415853-69417854
chr11:69238741-69240741	1	chr11:69417602-69419000
chr11:69238741-69240741	1	chr11:69430402-69432400
chr11:69238741-69240741	1	chr11:69457802-69476800
chr11:69242913-69244914	1	chr11:69249002-69254400
chr11:69242913-69244914	1	chr11:69255005-69257006
chr11:69242913-69244914	1	chr11:69255008-69257009
chr11:69242913-69244914	1	chr11:69255011-69257012
chr11:69242913-69244914	1	chr11:69257002-69267000
chr11:69242913-69244914	1	chr11:69276802-69281000
chr11:69242913-69244914	1	chr11:69281002-69287200
chr11:69242913-69244914	1	chr11:69286640-69288641
chr11:69242913-69244914	1	chr11:69299402-69305200
chr11:69242913-69244914	1	chr11:69304799-69306800
chr11:69242913-69244914	1	chr11:69308202-69315800
chr11:69242913-69244914	1	chr11:69314935-69316936
chr11:69242913-69244914	1	chr11:69316977-69318978
chr11:69242913-69244914	1	chr11:69317175-69319176
chr11:69242913-69244914	1	chr11:69323989-69325990
chr11:69242913-69244914	1	chr11:69329742-69331743
chr11:69242913-69244914	1	chr11:69331202-69334200
chr11:69242913-69244914	1	chr11:69344852-69346853
chr11:69242913-69244914	1	chr11:69351202-69352000
chr11:69242913-69244914	1	chr11:69353002-69356800
chr11:69242913-69244914	1	chr11:69390202-69391200
chr11:69242913-69244914	1	chr11:69415853-69417854
chr11:69242913-69244914	1	chr11:69417602-69419000
chr11:69242913-69244914	1	chr11:69430402-69432400
chr11:69242913-69244914	1	chr11:69457802-69476800
chr11:69249002-69254400	1	chr11:69255005-69257006
chr11:69249002-69254400	1	chr11:69255008-69257009
chr11:69249002-69254400	1	chr11:69255011-69257012
chr11:69249002-69254400	1	chr11:69257002-69267000
chr11:69249002-69254400	1	chr11:69276802-69281000
chr11:69249002-69254400	1	chr11:69281002-69287200
chr11:69249002-69254400	1	chr11:69286640-69288641
chr11:69249002-69254400	1	chr11:69299402-69305200
chr11:69249002-69254400	1	chr11:69304799-69306800
chr11:69249002-69254400	1	chr11:69308202-69315800
chr11:69249002-69254400	1	chr11:69314935-69316936
chr11:69249002-69254400	1	chr11:69316977-69318978
chr11:69249002-69254400	1	chr11:69317175-69319176
chr11:69249002-69254400	1	chr11:69323989-69325990
chr11:69249002-69254400	1	chr11:69329742-69331743
chr11:69249002-69254400	1	chr11:69331202-69334200
chr11:69249002-69254400	1	chr11:69344852-69346853
chr11:69249002-69254400	1	chr11:69351202-69352000
chr11:69249002-69254400	1	chr11:69353002-69356800
chr11:69249002-69254400	1	chr11:69390202-69391200
chr11:69249002-69254400	1	chr11:69415853-69417854
chr11:69249002-69254400	1	chr11:69417602-69419000
chr11:69249002-69254400	1	chr11:69430402-69432400
chr11:69249002-69254400	1	chr11:69457802-69476800
chr11:69255005-69257006	1	chr11:69255008-69257009
chr11:69255005-69257006	1	chr11:69255011-69257012
chr11:69255005-69257006	1	chr11:69257002-69267000
chr11:69255005-69257006	1	chr11:69276802-69281000
chr11:69255005-69257006	1	chr11:69281002-69287200
chr11:69255005-69257006	1	chr11:69286640-69288641
chr11:69255005-69257006	1	chr11:69299402-69305200
chr11:69255005-69257006	1	chr11:69304799-69306800
chr11:69255005-69257006	1	chr11:69308202-69315800
chr11:69255005-69257006	1	chr11:69314935-69316936
chr11:69255005-69257006	1	chr11:69316977-69318978
chr11:69255005-69257006	1	chr11:69317175-69319176
chr11:69255005-69257006	1	chr11:69323989-69325990
chr11:69255005-69257006	1	chr11:69329742-69331743
chr11:69255005-69257006	1	chr11:69331202-69334200
chr11:69255005-69257006	1	chr11:69344852-69346853
chr11:69255005-69257006	1	chr11:69351202-69352000
chr11:69255005-69257006	1	chr11:69353002-69356800
chr11:69255005-69257006	1	chr11:69390202-69391200
chr11:69255005-69257006	1	chr11:69415853-69417854
chr11:69255005-69257006	1	chr11:69417602-69419000
chr11:69255005-69257006	1	chr11:69430402-69432400
chr11:69255005-69257006	1	chr11:69457802-69476800
chr11:69255008-69257009	1	chr11:69255011-69257012
chr11:69255008-69257009	1	chr11:69257002-69267000
chr11:69255008-69257009	1	chr11:69276802-69281000
chr11:69255008-69257009	1	chr11:69281002-69287200
chr11:69255008-69257009	1	chr11:69286640-69288641
chr11:69255008-69257009	1	chr11:69299402-69305200
chr11:69255008-69257009	1	chr11:69304799-69306800
chr11:69255008-69257009	1	chr11:69308202-69315800
chr11:69255008-69257009	1	chr11:69314935-69316936
chr11:69255008-69257009	1	chr11:69316977-69318978
chr11:69255008-69257009	1	chr11:69317175-69319176
chr11:69255008-69257009	1	chr11:69323989-69325990
chr11:69255008-69257009	1	chr11:69329742-69331743
chr11:69255008-69257009	1	chr11:69331202-69334200
chr11:69255008-69257009	1	chr11:69344852-69346853
chr11:69255008-69257009	1	chr11:69351202-69352000
chr11:69255008-69257009	1	chr11:69353002-69356800
chr11:69255008-69257009	1	chr11:69390202-69391200
chr11:69255008-69257009	1	chr11:69415853-69417854
chr11:69255008-69257009	1	chr11:69417602-69419000
chr11:69255008-69257009	1	chr11:69430402-69432400
chr11:69255008-69257009	1	chr11:69457802-69476800
chr11:69255011-69257012	1	chr11:69257002-69267000
chr11:69255011-69257012	1	chr11:69276802-69281000
chr11:69255011-69257012	1	chr11:69281002-69287200
chr11:69255011-69257012	1	chr11:69286640-69288641
chr11:69255011-69257012	1	chr11:69299402-69305200
chr11:69255011-69257012	1	chr11:69304799-69306800
chr11:69255011-69257012	1	chr11:69308202-69315800
chr11:69255011-69257012	1	chr11:69314935-69316936
chr11:69255011-69257012	1	chr11:69316977-69318978
chr11:69255011-69257012	1	chr11:69317175-69319176
chr11:69255011-69257012	1	chr11:69323989-69325990
chr11:69255011-69257012	1	chr11:69329742-69331743
chr11:69255011-69257012	1	chr11:69331202-69334200
chr11:69255011-69257012	1	chr11:69344852-69346853
chr11:69255011-69257012	1	chr11:69351202-69352000
chr11:69255011-69257012	1	chr11:69353002-69356800
chr11:69255011-69257012	1	chr11:69390202-69391200
chr11:69255011-69257012	1	chr11:69415853-69417854
chr11:69255011-69257012	1	chr11:69417602-69419000
chr11:69255011-69257012	1	chr11:69430402-69432400
chr11:69255011-69257012	1	chr11:69457802-69476800
chr11:69257002-69267000	1	chr11:69276802-69281000
chr11:69257002-69267000	1	chr11:69281002-69287200
chr11:69257002-69267000	1	chr11:69286640-69288641
chr11:69257002-69267000	1	chr11:69299402-69305200
chr11:69257002-69267000	1	chr11:69304799-69306800
chr11:69257002-69267000	1	chr11:69308202-69315800
chr11:69257002-69267000	1	chr11:69314935-69316936
chr11:69257002-69267000	1	chr11:69316977-69318978
chr11:69257002-69267000	1	chr11:69317175-69319176
chr11:69257002-69267000	1	chr11:69323989-69325990
chr11:69257002-69267000	1	chr11:69329742-69331743
chr11:69257002-69267000	1	chr11:69331202-69334200
chr11:69257002-69267000	1	chr11:69344852-69346853
chr11:69257002-69267000	1	chr11:69351202-69352000
chr11:69257002-69267000	1	chr11:69353002-69356800
chr11:69257002-69267000	1	chr11:69390202-69391200
chr11:69257002-69267000	1	chr11:69415853-69417854
chr11:69257002-69267000	1	chr11:69417602-69419000
chr11:69257002-69267000	1	chr11:69430402-69432400
chr11:69257002-69267000	1	chr11:69457802-69476800
chr11:69276802-69281000	1	chr11:69281002-69287200
chr11:69276802-69281000	1	chr11:69286640-69288641
chr11:69276802-69281000	1	chr11:69299402-69305200
chr11:69276802-69281000	1	chr11:69304799-69306800
chr11:69276802-69281000	1	chr11:69308202-69315800
chr11:69276802-69281000	1	chr11:69314935-69316936
chr11:69276802-69281000	1	chr11:69316977-69318978
chr11:69276802-69281000	1	chr11:69317175-69319176
chr11:69276802-69281000	1	chr11:69323989-69325990
chr11:69276802-69281000	1	chr11:69329742-69331743
chr11:69276802-69281000	1	chr11:69331202-69334200
chr11:69276802-69281000	1	chr11:69344852-69346853
chr11:69276802-69281000	1	chr11:69351202-69352000
chr11:69276802-69281000	1	chr11:69353002-69356800
chr11:69276802-69281000	1	chr11:69390202-69391200
chr11:69276802-69281000	1	chr11:69415853-69417854
chr11:69276802-69281000	1	chr11:69417602-69419000
chr11:69276802-69281000	1	chr11:69430402-69432400
chr11:69276802-69281000	1	chr11:69457802-69476800
chr11:69281002-69287200	1	chr11:69286640-69288641
chr11:69281002-69287200	1	chr11:69299402-69305200
chr11:69281002-69287200	1	chr11:69304799-69306800
chr11:69281002-69287200	1	chr11:69308202-69315800
chr11:69281002-69287200	1	chr11:69314935-69316936
chr11:69281002-69287200	1	chr11:69316977-69318978
chr11:69281002-69287200	1	chr11:69317175-69319176
chr11:69281002-69287200	1	chr11:69323989-69325990
chr11:69281002-69287200	1	chr11:69329742-69331743
chr11:69281002-69287200	1	chr11:69331202-69334200
chr11:69281002-69287200	1	chr11:69344852-69346853
chr11:69281002-69287200	1	chr11:69351202-69352000
chr11:69281002-69287200	1	chr11:69353002-69356800
chr11:69281002-69287200	1	chr11:69390202-69391200
chr11:69281002-69287200	1	chr11:69415853-69417854
chr11:69281002-69287200	1	chr11:69417602-69419000
chr11:69281002-69287200	1	chr11:69430402-69432400
chr11:69281002-69287200	1	chr11:69457802-69476800
chr11:69286640-69288641	1	chr11:69299402-69305200
chr11:69286640-69288641	1	chr11:69304799-69306800
chr11:69286640-69288641	1	chr11:69308202-69315800
chr11:69286640-69288641	1	chr11:69314935-69316936
chr11:69286640-69288641	1	chr11:69316977-69318978
chr11:69286640-69288641	1	chr11:69317175-69319176
chr11:69286640-69288641	1	chr11:69323989-69325990
chr11:69286640-69288641	1	chr11:69329742-69331743
chr11:69286640-69288641	1	chr11:69331202-69334200
chr11:69286640-69288641	1	chr11:69344852-69346853
chr11:69286640-69288641	1	chr11:69351202-69352000
chr11:69286640-69288641	1	chr11:69353002-69356800
chr11:69286640-69288641	1	chr11:69390202-69391200
chr11:69286640-69288641	1	chr11:69415853-69417854
chr11:69286640-69288641	1	chr11:69417602-69419000
chr11:69286640-69288641	1	chr11:69430402-69432400
chr11:69286640-69288641	1	chr11:69457802-69476800
chr11:69299402-69305200	1	chr11:69304799-69306800
chr11:69299402-69305200	1	chr11:69308202-69315800
chr11:69299402-69305200	1	chr11:69314935-69316936
chr11:69299402-69305200	1	chr11:69316977-69318978
chr11:69299402-69305200	1	chr11:69317175-69319176
chr11:69299402-69305200	1	chr11:69323989-69325990
chr11:69299402-69305200	1	chr11:69329742-69331743
chr11:69299402-69305200	1	chr11:69331202-69334200
chr11:69299402-69305200	1	chr11:69344852-69346853
chr11:69299402-69305200	1	chr11:69351202-69352000
chr11:69299402-69305200	1	chr11:69353002-69356800
chr11:69299402-69305200	1	chr11:69390202-69391200
chr11:69299402-69305200	1	chr11:69415853-69417854
chr11:69299402-69305200	1	chr11:69417602-69419000
chr11:69299402-69305200	1	chr11:69430402-69432400
chr11:69299402-69305200	1	chr11:69457802-69476800
chr11:69304799-69306800	1	chr11:69308202-69315800
chr11:69304799-69306800	1	chr11:69314935-69316936
chr11:69304799-69306800	1	chr11:69316977-69318978
chr11:69304799-69306800	1	chr11:69317175-69319176
chr11:69304799-69306800	1	chr11:69323989-69325990
chr11:69304799-69306800	1	chr11:69329742-69331743
chr11:69304799-69306800	1	chr11:69331202-69334200
chr11:69304799-69306800	1	chr11:69344852-69346853
chr11:69304799-69306800	1	chr11:69351202-69352000
chr11:69304799-69306800	1	chr11:69353002-69356800
chr11:69304799-69306800	1	chr11:69390202-69391200
chr11:69304799-69306800	1	chr11:69415853-69417854
chr11:69304799-69306800	1	chr11:69417602-69419000
chr11:69304799-69306800	1	chr11:69430402-69432400
chr11:69304799-69306800	1	chr11:69457802-69476800
chr11:69308202-69315800	1	chr11:69314935-69316936
chr11:69308202-69315800	1	chr11:69316977-69318978
chr11:69308202-69315800	1	chr11:69317175-69319176
chr11:69308202-69315800	1	chr11:69323989-69325990
chr11:69308202-69315800	1	chr11:69329742-69331743
chr11:69308202-69315800	1	chr11:69331202-69334200
chr11:69308202-69315800	1	chr11:69344852-69346853
chr11:69308202-69315800	1	chr11:69351202-69352000
chr11:69308202-69315800	1	chr11:69353002-69356800
chr11:69308202-69315800	1	chr11:69390202-69391200
chr11:69308202-69315800	1	chr11:69415853-69417854
chr11:69308202-69315800	1	chr11:69417602-69419000
chr11:69308202-69315800	1	chr11:69430402-69432400
chr11:69308202-69315800	1	chr11:69457802-69476800
chr11:69314935-69316936	1	chr11:69316977-69318978
chr11:69314935-69316936	1	chr11:69317175-69319176
chr11:69314935-69316936	1	chr11:69323989-69325990
chr11:69314935-69316936	1	chr11:69329742-69331743
chr11:69314935-69316936	1	chr11:69331202-69334200
chr11:69314935-69316936	1	chr11:69344852-69346853
chr11:69314935-69316936	1	chr11:69351202-69352000
chr11:69314935-69316936	1	chr11:69353002-69356800
chr11:69314935-69316936	1	chr11:69390202-69391200
chr11:69314935-69316936	1	chr11:69415853-69417854
chr11:69314935-69316936	1	chr11:69417602-69419000
chr11:69314935-69316936	1	chr11:69430402-69432400
chr11:69314935-69316936	1	chr11:69457802-69476800
chr11:69316977-69318978	1	chr11:69317175-69319176
chr11:69316977-69318978	1	chr11:69323989-69325990
chr11:69316977-69318978	1	chr11:69329742-69331743
chr11:69316977-69318978	1	chr11:69331202-69334200
chr11:69316977-69318978	1	chr11:69344852-69346853
chr11:69316977-69318978	1	chr11:69351202-69352000
chr11:69316977-69318978	1	chr11:69353002-69356800
chr11:69316977-69318978	1	chr11:69390202-69391200
chr11:69316977-69318978	1	chr11:69415853-69417854
chr11:69316977-69318978	1	chr11:69417602-69419000
chr11:69316977-69318978	1	chr11:69430402-69432400
chr11:69316977-69318978	1	chr11:69457802-69476800
chr11:69317175-69319176	1	chr11:69323989-69325990
chr11:69317175-69319176	1	chr11:69329742-69331743
chr11:69317175-69319176	1	chr11:69331202-69334200
chr11:69317175-69319176	1	chr11:69344852-69346853
chr11:69317175-69319176	1	chr11:69351202-69352000
chr11:69317175-69319176	1	chr11:69353002-69356800
chr11:69317175-69319176	1	chr11:69390202-69391200
chr11:69317175-69319176	1	chr11:69415853-69417854
chr11:69317175-69319176	1	chr11:69417602-69419000
chr11:69317175-69319176	1	chr11:69430402-69432400
chr11:69317175-69319176	1	chr11:69457802-69476800
chr11:69323989-69325990	1	chr11:69329742-69331743
chr11:69323989-69325990	1	chr11:69331202-69334200
chr11:69323989-69325990	1	chr11:69344852-69346853
chr11:69323989-69325990	1	chr11:69351202-69352000
chr11:69323989-69325990	1	chr11:69353002-69356800
chr11:69323989-69325990	1	chr11:69390202-69391200
chr11:69323989-69325990	1	chr11:69415853-69417854
chr11:69323989-69325990	1	chr11:69417602-69419000
chr11:69323989-69325990	1	chr11:69430402-69432400
chr11:69323989-69325990	1	chr11:69457802-69476800
chr11:69329742-69331743	1	chr11:69331202-69334200
chr11:69329742-69331743	1	chr11:69344852-69346853
chr11:69329742-69331743	1	chr11:69351202-69352000
chr11:69329742-69331743	1	chr11:69353002-69356800
chr11:69329742-69331743	1	chr11:69390202-69391200
chr11:69329742-69331743	1	chr11:69415853-69417854
chr11:69329742-69331743	1	chr11:69417602-69419000
chr11:69329742-69331743	1	chr11:69430402-69432400
chr11:69329742-69331743	1	chr11:69457802-69476800
chr11:69331202-69334200	1	chr11:69344852-69346853
chr11:69331202-69334200	1	chr11:69351202-69352000
chr11:69331202-69334200	1	chr11:69353002-69356800
chr11:69331202-69334200	1	chr11:69390202-69391200
chr11:69331202-69334200	1	chr11:69415853-69417854
chr11:69331202-69334200	1	chr11:69417602-69419000
chr11:69331202-69334200	1	chr11:69430402-69432400
chr11:69331202-69334200	1	chr11:69457802-69476800
chr11:69344852-69346853	1	chr11:69351202-69352000
chr11:69344852-69346853	1	chr11:69353002-69356800
chr11:69344852-69346853	1	chr11:69390202-69391200
chr11:69344852-69346853	1	chr11:69415853-69417854
chr11:69344852-69346853	1	chr11:69417602-69419000
chr11:69344852-69346853	1	chr11:69430402-69432400
chr11:69344852-69346853	1	chr11:69457802-69476800
chr11:69351202-69352000	1	chr11:69353002-69356800
chr11:69351202-69352000	1	chr11:69390202-69391200
chr11:69351202-69352000	1	chr11:69415853-69417854
chr11:69351202-69352000	1	chr11:69417602-69419000
chr11:69351202-69352000	1	chr11:69430402-69432400
chr11:69351202-69352000	1	chr11:69457802-69476800
chr11:69353002-69356800	1	chr11:69390202-69391200
chr11:69353002-69356800	1	chr11:69415853-69417854
chr11:69353002-69356800	1	chr11:69417602-69419000
chr11:69353002-69356800	1	chr11:69430402-69432400
chr11:69353002-69356800	1	chr11:69457802-69476800
chr11:69390202-69391200	1	chr11:69415853-69417854
chr11:69390202-69391200	1	chr11:69417602-69419000
chr11:69390202-69391200	1	chr11:69430402-69432400
chr11:69390202-69391200	1	chr11:69457802-69476800
chr11:69415853-69417854	1	chr11:69417602-69419000
chr11:69415853-69417854	1	chr11:69430402-69432400
chr11:69415853-69417854	1	chr11:69457802-69476800
chr11:69417602-69419000	1	chr11:69430402-69432400
chr11:69417602-69419000	1	chr11:69457802-69476800
chr11:69430402-69432400	1	chr11:69457802-69476800
chr11:8249002-8257600	1	chr11:8288480-8290480
chr12:11836402-11997800	1	chr12:12002002-12021600
chr12:11836402-11997800	1	chr12:12027802-12051800
chr12:11836402-11997800	1	chr12:12879202-12880200
chr12:12002002-12021600	1	chr12:12027802-12051800
chr12:12002002-12021600	1	chr12:12879202-12880200
chr12:12027802-12051800	1	chr12:12879202-12880200
chr12:121412402-121416200	1	chr12:121416402-121424400
chr12:12870602-12876600	1	chr12:12950802-12966200
chr12:52343734-52345734	1	chr12:52416134-52418134
chr12:52343734-52345734	1	chr12:52416734-52418734
chr12:52343734-52345734	1	chr12:53458934-53460934
chr12:52416134-52418134	1	chr12:52416734-52418734
chr12:52416134-52418134	1	chr12:53458934-53460934
chr12:52416734-52418734	1	chr12:53458934-53460934
chr12:53614134-53616134	1	chr12:53689134-53691134
chr12:53614134-53616134	1	chr12:53764134-53766134
chr12:53689134-53691134	1	chr12:53764134-53766134
chr12:58132402-58138400	1	chr12:58163402-58165600
chr13:32890402-32895400	1	chr13:33213602-33214600
chr13:47127005-47129006	1	chr13:48610842-48612843
chr13:47127005-47129006	1	chr13:48668002-48668200
chr13:47127005-47129006	1	chr13:48669202-48669600
chr13:47127005-47129006	1	chr13:49057802-49083400
chr13:47127005-47129006	1	chr13:50655563-50657564
chr13:48610842-48612843	1	chr13:48668002-48668200
chr13:48610842-48612843	1	chr13:48669202-48669600
chr13:48610842-48612843	1	chr13:49057802-49083400
chr13:48610842-48612843	1	chr13:50655563-50657564
chr13:48668002-48668200	1	chr13:48669202-48669600
chr13:48668002-48668200	1	chr13:49057802-49083400
chr13:48668002-48668200	1	chr13:50655563-50657564
chr13:48669202-48669600	1	chr13:49057802-49083400
chr13:48669202-48669600	1	chr13:50655563-50657564
chr13:49057802-49083400	1	chr13:50655563-50657564
chr13:72346202-72348200	1	chr13:72427002-72428800
chr13:73905173-73913222	1	chr13:73905435-73944915
chr13:73905173-73913222	1	chr13:73928807-73948316
chr13:73905173-73913222	1	chr13:73930023-74004878
chr13:73905173-73913222	1	chr13:73972794-74005015
chr13:73905173-73913222	1	chr13:73984215-74005603
chr13:73905435-73944915	1	chr13:73928807-73948316
chr13:73905435-73944915	1	chr13:73930023-74004878
chr13:73905435-73944915	1	chr13:73972794-74005015
chr13:73905435-73944915	1	chr13:73984215-74005603
chr13:73928807-73948316	1	chr13:73930023-74004878
chr13:73928807-73948316	1	chr13:73972794-74005015
chr13:73928807-73948316	1	chr13:73984215-74005603
chr13:73930023-74004878	1	chr13:73972794-74005015
chr13:73930023-74004878	1	chr13:73984215-74005603
chr13:73972794-74005015	1	chr13:73984215-74005603
chr14:105191402-105218800	1	chr14:105220202-105228800
chr14:105191402-105218800	1	chr14:105232802-105261000
chr14:105191402-105218800	1	chr14:105267802-105272600
chr14:105191402-105218800	1	chr14:105443532-105445533
chr14:105220202-105228800	1	chr14:105232802-105261000
chr14:105220202-105228800	1	chr14:105267802-105272600
chr14:105220202-105228800	1	chr14:105443532-105445533
chr14:105232802-105261000	1	chr14:105267802-105272600
chr14:105232802-105261000	1	chr14:105443532-105445533
chr14:105267802-105272600	1	chr14:105443532-105445533
chr14:37709185-37711186	1	chr14:37709806-37711807
chr14:37709185-37711186	1	chr14:37722745-37724746
chr14:37709185-37711186	1	chr14:37732002-37733800
chr14:37709185-37711186	1	chr14:38057802-38060800
chr14:37709185-37711186	1	chr14:38117241-38119242
chr14:37709185-37711186	1	chr14:38119402-38120400
chr14:37709185-37711186	1	chr14:38125241-38127242
chr14:37709185-37711186	1	chr14:38163005-38165006
chr14:37709185-37711186	1	chr14:38165802-38169400
chr14:37709185-37711186	1	chr14:38179002-38179800
chr14:37709185-37711186	1	chr14:38181676-38183677
chr14:37709185-37711186	1	chr14:38181684-38183685
chr14:37709185-37711186	1	chr14:38181915-38183916
chr14:37709185-37711186	1	chr14:38183293-38185294
chr14:37709806-37711807	1	chr14:37722745-37724746
chr14:37709806-37711807	1	chr14:37732002-37733800
chr14:37709806-37711807	1	chr14:38057802-38060800
chr14:37709806-37711807	1	chr14:38117241-38119242
chr14:37709806-37711807	1	chr14:38119402-38120400
chr14:37709806-37711807	1	chr14:38125241-38127242
chr14:37709806-37711807	1	chr14:38163005-38165006
chr14:37709806-37711807	1	chr14:38165802-38169400
chr14:37709806-37711807	1	chr14:38179002-38179800
chr14:37709806-37711807	1	chr14:38181676-38183677
chr14:37709806-37711807	1	chr14:38181684-38183685
chr14:37709806-37711807	1	chr14:38181915-38183916
chr14:37709806-37711807	1	chr14:38183293-38185294
chr14:37722745-37724746	1	chr14:37732002-37733800
chr14:37722745-37724746	1	chr14:38057802-38060800
chr14:37722745-37724746	1	chr14:38117241-38119242
chr14:37722745-37724746	1	chr14:38119402-38120400
chr14:37722745-37724746	1	chr14:38125241-38127242
chr14:37722745-37724746	1	chr14:38163005-38165006
chr14:37722745-37724746	1	chr14:38165802-38169400
chr14:37722745-37724746	1	chr14:38179002-38179800
chr14:37722745-37724746	1	chr14:38181676-38183677
chr14:37722745-37724746	1	chr14:38181684-38183685
chr14:37722745-37724746	1	chr14:38181915-38183916
chr14:37722745-37724746	1	chr14:38183293-38185294
chr14:37732002-37733800	1	chr14:38057802-38060800
chr14:37732002-37733800	1	chr14:38117241-38119242
chr14:37732002-37733800	1	chr14:38119402-38120400
chr14:37732002-37733800	1	chr14:38125241-38127242
chr14:37732002-37733800	1	chr14:38163005-38165006
chr14:37732002-37733800	1	chr14:38165802-38169400
chr14:37732002-37733800	1	chr14:38179002-38179800
chr14:37732002-37733800	1	chr14:38181676-38183677
chr14:37732002-37733800	1	chr14:38181684-38183685
chr14:37732002-37733800	1	chr14:38181915-38183916
chr14:37732002-37733800	1	chr14:38183293-38185294
chr14:38057802-38060800	1	chr14:38117241-38119242
chr14:38057802-38060800	1	chr14:38119402-38120400
chr14:38057802-38060800	1	chr14:38125241-38127242
chr14:38057802-38060800	1	chr14:38163005-38165006
chr14:38057802-38060800	1	chr14:38165802-38169400
chr14:38057802-38060800	1	chr14:38179002-38179800
chr14:38057802-38060800	1	chr14:38181676-38183677
chr14:38057802-38060800	1	chr14:38181684-38183685
chr14:38057802-38060800	1	chr14:38181915-38183916
chr14:38057802-38060800	1	chr14:38183293-38185294
chr14:38117241-38119242	1	chr14:38119402-38120400
chr14:38117241-38119242	1	chr14:38125241-38127242
chr14:38117241-38119242	1	chr14:38163005-38165006
chr14:38117241-38119242	1	chr14:38165802-38169400
chr14:38117241-38119242	1	chr14:38179002-38179800
chr14:38117241-38119242	1	chr14:38181676-38183677
chr14:38117241-38119242	1	chr14:38181684-38183685
chr14:38117241-38119242	1	chr14:38181915-38183916
chr14:38117241-38119242	1	chr14:38183293-38185294
chr14:38119402-38120400	1	chr14:38125241-38127242
chr14:38119402-38120400	1	chr14:38163005-38165006
chr14:38119402-38120400	1	chr14:38165802-38169400
chr14:38119402-38120400	1	chr14:38179002-38179800
chr14:38119402-38120400	1	chr14:38181676-38183677
chr14:38119402-38120400	1	chr14:38181684-38183685
chr14:38119402-38120400	1	chr14:38181915-38183916
chr14:38119402-38120400	1	chr14:38183293-38185294
chr14:38125241-38127242	1	chr14:38163005-38165006
chr14:38125241-38127242	1	chr14:38165802-38169400
chr14:38125241-38127242	1	chr14:38179002-38179800
chr14:38125241-38127242	1	chr14:38181676-38183677
chr14:38125241-38127242	1	chr14:38181684-38183685
chr14:38125241-38127242	1	chr14:38181915-38183916
chr14:38125241-38127242	1	chr14:38183293-38185294
chr14:38163005-38165006	1	chr14:38165802-38169400
chr14:38163005-38165006	1	chr14:38179002-38179800
chr14:38163005-38165006	1	chr14:38181676-38183677
chr14:38163005-38165006	1	chr14:38181684-38183685
chr14:38163005-38165006	1	chr14:38181915-38183916
chr14:38163005-38165006	1	chr14:38183293-38185294
chr14:38165802-38169400	1	chr14:38179002-38179800
chr14:38165802-38169400	1	chr14:38181676-38183677
chr14:38165802-38169400	1	chr14:38181684-38183685
chr14:38165802-38169400	1	chr14:38181915-38183916
chr14:38165802-38169400	1	chr14:38183293-38185294
chr14:38179002-38179800	1	chr14:38181676-38183677
chr14:38179002-38179800	1	chr14:38181684-38183685
chr14:38179002-38179800	1	chr14:38181915-38183916
chr14:38179002-38179800	1	chr14:38183293-38185294
chr14:38181676-38183677	1	chr14:38181684-38183685
chr14:38181676-38183677	1	chr14:38181915-38183916
chr14:38181676-38183677	1	chr14:38183293-38185294
chr14:38181684-38183685	1	chr14:38181915-38183916
chr14:38181684-38183685	1	chr14:38183293-38185294
chr14:38181915-38183916	1	chr14:38183293-38185294
chr14:60973427-60975430	1	chr14:60973449-60975449
chr15:54202002-54203000	1	chr15:54203002-54203600
chr16:29910700-29912700	1	chr16:30345100-30347100
chr16:29910700-29912700	1	chr16:30346020-30346195
chr16:29910700-29912700	1	chr16:30669505-30669790
chr16:29910700-29912700	1	chr16:30934300-30936300
chr16:30345100-30347100	1	chr16:30346020-30346195
chr16:30345100-30347100	1	chr16:30669505-30669790
chr16:30345100-30347100	1	chr16:30934300-30936300
chr16:30346020-30346195	1	chr16:30669100-30671100
chr16:30346020-30346195	1	chr16:30669505-30669790
chr16:30346020-30346195	1	chr16:30721242-30729414
chr16:30346020-30346195	1	chr16:30747398-30755461
chr16:30346020-30346195	1	chr16:30749050-30754714
chr16:30346020-30346195	1	chr16:30751900-30753900
chr16:30346020-30346195	1	chr16:30934300-30936300
chr16:30346020-30346195	1	chr16:31153505-31153675
chr16:30669100-30671100	1	chr16:30669505-30669790
chr16:30669100-30671100	1	chr16:30721242-30729414
chr16:30669100-30671100	1	chr16:30747398-30755461
chr16:30669100-30671100	1	chr16:30749050-30754714
chr16:30669100-30671100	1	chr16:30749130-30756602
chr16:30669100-30671100	1	chr16:30751900-30753900
chr16:30669100-30671100	1	chr16:30934300-30936300
chr16:30669100-30671100	1	chr16:31152700-31154700
chr16:30669100-30671100	1	chr16:31152900-31154900
